Timestamp,CPU_Util_Pct,RAM_Usage_MB,FPS,Jank_Count,Frame_Time_StdDev_MS,GPU_Util_Pct,Network_Ping_MS,Download_Mbps,Packet_Loss_Pct
1781794558.4893413,5.4,206.302734375,59.40064511931546,1,2.0472701629371666,18.0,28.716738126689513,47.16417283677841,0.0
1781794560.359072,5.4,198.4619140625,59.15470970296781,0,1.9986510662894095,18.0,28.055553792713155,46.737714598886676,0.0
1781794562.430371,5.4,150.0107421875,58.82452138088188,0,2.1590778997154354,18.0,27.78775017410012,68.63324778066296,0.0
1781794564.2142975,5.4,167.591796875,59.051638433672444,0,2.8660006051530886,18.0,24.977100314505297,60.28517241509811,0.0
1781794566.101983,5.4,209.5458984375,58.97151114570855,0,2.3336215798631974,18.0,28.137636260791304,69.47278840705775,0.0
1781794571.2198212,5.4,208.0322265625,57.97583317081801,1,2.9298473290591653,18.0,25.152188291231145,60.82819867698544,0.0
1781794573.1515956,5.4,207.8369140625,58.857545222908776,0,2.8484559963569316,18.0,22.458720364573743,75.3393535527743,0.0
1781794575.021144,5.4,207.8251953125,57.697402425500044,1,2.7977048869349623,18.0,26.578876686043834,48.07129158737021,0.0
1781794576.9719207,5.4,207.8173828125,58.957312148526185,1,2.049824914632131,18.0,31.98367473726295,78.45219977255834,0.0
1781794578.854334,5.4,207.8251953125,58.83967805885852,0,2.695664717411378,18.0,28.029888332251883,84.95000398242658,0.0
1781794580.7306917,5.4,207.8291015625,57.79271334951967,0,2.812467403735147,18.0,32.02765698714765,66.63984857649004,0.0
1781794582.6202981,5.4,207.8330078125,58.1461802951546,1,1.8943378861085587,18.0,31.0075741437969,74.33016980133922,0.0
1781794584.406882,5.4,207.8251953125,59.59434145083797,0,2.7447090880911635,18.0,23.231334917079604,66.63788216276976,0.0
1781794586.1881533,5.4,207.4375,59.20908996456194,0,1.8901608425784289,18.0,32.12628572564737,56.14335736062633,0.0
1781794587.8634062,5.4,207.1767578125,58.419994380713426,0,2.5403458374990007,18.0,29.060857390680873,45.78119488558202,0.0
1781794589.583612,5.4,207.162109375,58.59820711227103,0,2.0658855853944984,18.0,25.209150553790582,54.15017310908276,0.0
1781794591.4614332,5.4,207.5244140625,58.16077063301421,0,1.8205707670271198,18.0,23.544714696279524,61.457550974524366,0.0
1781794593.3501456,5.4,207.4736328125,59.501675931698514,0,2.1689903137755535,18.0,22.587801737880014,46.725462712875114,0.0
1781794595.2534094,5.4,207.4638671875,59.20928795520998,0,2.0430868646995037,18.0,26.992316246966453,82.21559384812014,0.0
1781794597.294614,5.4,147.7578125,58.270140048234516,0,2.736912843867667,18.0,22.720993288530536,63.33428717629095,0.0
1781794599.1690614,5.4,210.5498046875,57.64853865049541,1,2.957347072984641,18.0,22.129197091581464,79.49195174136298,0.0
1781794600.9602668,5.4,208.212890625,57.93292384856737,0,3.1003310949014313,18.0,22.50059363777399,83.44277596151052,0.0
1781794602.752511,5.4,208.201171875,57.74459029322282,0,2.192593396044152,18.0,28.701058692694335,64.09209455824444,0.0
1781794604.6260636,5.4,208.201171875,59.027544274056595,0,3.1665588566216805,18.0,29.026918243566914,45.557570801300564,0.0
1781794606.4075167,5.4,208.205078125,58.29479091013348,1,2.5230240583250927,18.0,31.067519540848217,49.17828140739737,0.0
1781794608.2281075,5.4,208.216796875,58.11574203024688,0,2.113036988251233,18.0,23.584807148935425,83.77264761677826,0.0
1781794610.0750291,5.4,208.201171875,58.12722077170327,0,2.928751121519765,18.0,28.765846949357027,67.19738872382658,0.0
1781794611.888892,5.4,208.2158203125,59.73101272788882,1,2.8656567202115544,18.0,32.64051775500889,70.35270990836584,0.0
1781794613.6840336,5.4,208.2119140625,58.4104657242387,0,2.917278637578363,18.0,32.29583584359406,66.79407521499803,0.0
1781794615.4897907,5.4,227.953125,58.27252735804908,0,2.5017748149707666,18.0,26.45934404902371,63.71490301597196,0.0
1781794617.240778,5.4,228.1953125,57.65294247076069,0,2.701463400065954,18.0,27.679498669495825,67.05915765161036,0.0
