Timestamp,CPU_Util_Pct,RAM_Usage_MB,FPS,Jank_Count,Frame_Time_StdDev_MS,GPU_Util_Pct,Network_Ping_MS,Download_Mbps,Packet_Loss_Pct
1781794064.7608402,0.8,158.412109375,58.47161249654481,0,2.6613095915188785,18.0,33.50860117721699,52.88725937456607,0.0
1781794067.5031772,0.8,136.6650390625,57.57280623589447,0,2.0216615639866515,18.0,34.031083056304695,73.28874654812316,0.0
1781794069.6348262,0.8,107.4130859375,57.53891431383355,0,2.468671968862259,18.0,28.4013690725678,75.83852072426222,0.0
1781794071.6308937,0.8,189.2734375,57.501475243219645,1,2.0377938782341674,18.0,25.34767067625578,55.414631933883804,0.0
1781794078.2232223,0.8,216.2734375,58.95257175722763,1,3.025023499294364,18.0,25.661161951925223,50.12236283960868,0.0
1781794080.4959016,0.8,212.990234375,58.79904304321614,1,2.781833604241904,18.0,31.396056450704663,74.75239430020243,0.0
1781794082.7243288,0.8,212.5078125,58.41143168983852,1,2.9810037442860695,18.0,31.799253508537433,82.6190972474306,0.0
1781794085.1139715,0.8,212.4970703125,57.92194762738133,1,2.3132372255167923,18.0,28.819388012445472,62.3741512674,0.0
1781794087.4931223,0.8,212.462890625,58.240195116452185,0,2.0547814749218447,18.0,22.531772246708947,57.3918380812799,0.0
1781794089.8898911,0.8,212.453125,59.7315061609652,1,2.4384233904516144,18.0,29.316042970978238,60.0758306738131,0.0
1781794092.258613,0.8,212.458984375,58.45125750372155,0,2.6292883522542208,18.0,27.2782289515512,54.18077098397627,0.0
1781794094.6418862,0.8,212.4755859375,57.671010414792576,1,2.6707408600407505,18.0,22.057733586281813,81.78705974749157,0.0
1781794097.0163298,0.8,212.462890625,59.6811144733247,1,3.106322018563122,18.0,30.570158158671006,47.271753284630826,0.0
1781794099.3967786,0.8,212.4375,59.79475393705607,0,2.9459112272159955,18.0,29.106048211924623,68.15889882352671,0.0
1781794101.7818954,0.8,212.4599609375,59.01934933249534,0,2.770477044427886,18.0,22.767231604867177,75.2211277644137,0.0
1781794104.1351202,0.8,212.4609375,58.06910920891557,1,3.0134498412681077,18.0,31.56534871532498,53.275238978290915,0.0
1781794106.5005133,0.8,212.44921875,59.72876439080534,0,1.863019454405623,18.0,26.425945948302378,62.04723047490617,0.0
1781794108.9012341,0.8,212.52734375,57.641932003419974,0,3.068880958874864,18.0,34.44721356262882,74.77785430685124,0.0
1781794111.238977,0.8,212.6279296875,59.90381618201825,0,1.8067499060456584,18.0,23.720402289123776,69.11065575625668,0.0
1781794115.8234048,0.8,213.03125,57.7452112803928,0,3.1492991917285815,18.0,24.943099603361865,53.519386352220494,0.0
